timestamp,wid,email,hpdeathlyhollows1,hpdeathlyhollows1_rt,hpdeathlyhollows1_conf,hpdeathlyhollows1_watched,logan,logan_rt,logan_conf,logan_watched,thehelp,thehelp_rt,thehelp_conf,thehelp_watched,mollysgame,mollysgame_rt,mollysgame_conf,mollysgame_watched,thesocialnetwork,thesocialnetwork_rt,thesocialnetwork_conf,thesocialnetwork_watched,astarisborn,astarisborn_rt,astarisborn_conf,astarisborn_watched,readyplayerone,readyplayerone_rt,readyplayerone_conf,readyplayerone_watched,venom,venom_rt,venom_conf,venom_watched,theequalizer2,theequalizer2_rt,theequalizer2_conf,theequalizer2_watched,foxcatcher,foxcatcher_rt,foxcatcher_conf,foxcatcher_watched,lifeasweknowit,lifeasweknowit_rt,lifeasweknowit_conf,lifeasweknowit_watched,kickass2,kickass2_rt,kickass2_conf,kickass2_watched,sing,sing_rt,sing_conf,sing_watched,passengers,passengers_rt,passengers_conf,passengers_watched,warfortheplanetofapes,warfortheplanetofapes_rt,warfortheplanetofapes_conf,warfortheplanetofapes_watched,thedanishgirl,thedanishgirl_rt,thedanishgirl_conf,thedanishgirl_watched,theniceguys,theniceguys_rt,theniceguys_conf,theniceguys_watched,sanandreas,sanandreas_rt,sanandreas_conf,sanandreas_watched,ageofultron,ageofultron_rt,ageofultron_conf,ageofultron_watched,insidious,insidious_rt,insidious_conf,insidious_watched,theshallows,theshallows_rt,theshallows_conf,theshallows_watched,ozthegreat,ozthegreat_rt,ozthegreat_conf,ozthegreat_watched,johnnyenglishreborn,johnnyenglishreborn_rt,johnnyenglishreborn_conf,johnnyenglishreborn_watched,tombraider,tombraider_rt,tombraider_conf,tombraider_watched,salt,salt_rt,salt_conf,salt_watched,hottubtimemachine,hottubtimemachine_rt,hottubtimemachine_conf,hottubtimemachine_watched,robocop,robocop_rt,robocop_conf,robocop_watched,agooddaytodiehard,agooddaytodiehard_rt,agooddaytodiehard_conf,agooddaytodiehard_watched,ghostrider,ghostrider_rt,ghostrider_conf,ghostrider_watched,inception,inception_rt,inception_conf,inception_watched
9/18/2019,A22A52DRIIEV6K,undefined,like,3375.765,5,watched,dunno,3495.865,2,not,like,6663.985,4,not,like,951.875,4,not,like,1064.1,4,watched,like,736.04,4,not,like,1519.995,3,watched,like,1191.955,4,not,like,1647.95,3,watched,like,1351.965,4,not,like,6320.13,4,not,like,1072,4,watched,like,1576.005,5,watched,like,2039.99,3,watched,like,1416.04,4,not,like,3472.025,4,watched,like,743.96,4,watched,like,727.965,4,watched,dislike,1743.97,2,not,dunno,2896.01,4,not,dunno,3791.99,2,not,like,4239.86,4,watched,like,2896.065,3,watched,like,1912.015,4,not,like,1895.97,4,watched,like,6168.01,4,watched,dislike,2095.96,2,not,like,2695.975,3,watched,dislike,1775.99,2,not,like,1824.27,4,watched
9/18/2019,A1WJU1IQ3UTRC6,undefined,like,2727.415,4,watched,like,1455.415,4,watched,dunno,1535.62,5,not,dunno,3939.39,5,not,like,3843.165,2,watched,like,831.845,3,watched,dunno,3642.79,5,not,like,1591.715,5,watched,like,1548.21,5,watched,dunno,2455.31,5,not,dunno,1443.375,5,not,dislike,1954.925,5,watched,dunno,575.76,5,not,like,1723.265,4,watched,dislike,2075.49,5,not,dislike,1975.15,3,watched,dunno,4146.69,5,not,like,1403.635,4,watched,like,1471.53,5,watched,dislike,2162.85,4,watched,dunno,1271.725,5,not,dunno,3738.67,4,not,dislike,2431.6,5,watched,like,1347.86,4,watched,dislike,1687.66,4,watched,dislike,1907.81,4,watched,like,591.55,4,watched,like,1495.88,4,watched,dislike,5156.88,3,not,like,1663.18,4,watched
9/18/2019,A2QD7QFGCUNF5N,undefined,dunno,890.935,5,not,dunno,1358.925,5,not,dislike,1502.87,5,watched,dunno,1005.21,5,not,dunno,797.88,5,not,dunno,656.215,5,not,dunno,1117.01,5,not,dunno,1348.52,5,not,dunno,910.895,5,not,dunno,918.15,5,not,dunno,1019.885,5,not,dunno,931.83,5,not,dunno,3557.725,5,not,dunno,720.095,5,not,dunno,1006,5,not,dunno,991.0599999,5,not,dunno,711.8950001,5,not,dunno,893,5,not,dunno,786.995,5,not,dunno,490.92,5,watched,dunno,812.075,5,not,dunno,626.03,5,not,dunno,757.895,5,not,dunno,708.1050001,5,not,dunno,1139.28,5,not,dunno,551.83,5,not,dunno,1223.79,5,not,dunno,687.9850001,5,watched,dunno,896.96,5,not,like,345.87,5,watched
9/18/2019,A3V11LO1NQS412,undefined,like,1431.605,5,watched,like,1705.35,5,watched,dunno,3363.98,1,not,dunno,1966.34,3,watched,like,2286.32,1,watched,dislike,2643.06,1,not,like,2221.31,5,watched,dunno,503.5249996,1,watched,like,1942.825,1,watched,like,1198.865,1,not,dunno,2776.645,2,not,like,1760.285,1,not,dunno,2373.88,2,watched,dunno,2116.385,1,watched,dunno,1798.36,1,watched,dislike,3330.375,1,not,like,1140.315,2,watched,like,3481.18,2,watched,like,5906.575,2,watched,like,1242.51,3,watched,like,1571.72,1,watched,like,1536.69,5,watched,like,2121.635,2,watched,like,838.4000002,2,watched,like,1345.14,1,watched,like,1253.95,1,watched,like,1974.46,4,watched,like,2424.72,2,watched,like,1185.18,2,watched,like,3896.385,1,watched
9/18/2019,A101IR0LIN81SL,undefined,dislike,888,4,watched,like,1092,3,watched,dislike,1061,4,watched,like,1014,5,watched,like,4351,4,watched,like,812,4,watched,like,280,5,watched,like,1575,5,watched,dunno,1483,4,not,dunno,1638,3,not,dislike,1560,3,watched,like,858,4,watched,dislike,1373,3,watched,like,1686,4,watched,like,501,4,watched,dislike,1575,2,watched,dislike,1980,2,watched,dislike,1311,4,watched,like,842,4,watched,like,765,4,watched,dislike,1340,4,watched,dislike,1263,3,watched,dunno,1139,4,not,dunno,1154,4,not,like,1685,5,watched,like,1342,4,watched,dislike,1279,2,watched,like,1467,4,watched,dunno,1700,4,not,like,373,4,watched
9/18/2019,A19OGZ29TCTFTA,undefined,like,1089.1,5,watched,like,2208.73,1,not,dislike,1090.1,1,not,dislike,440.865,1,not,dislike,936.24,1,not,dislike,545.085,1,not,dislike,1181.195,1,not,dislike,425.045,1,not,like,1443.095,5,watched,like,2155.38,2,watched,dislike,392.205,1,not,like,666.245,1,not,dislike,1012.28,1,not,dunno,1506.215,1,watched,like,623.01,5,watched,dislike,1074.265,1,not,dislike,377.985,1,not,like,443.195,1,not,like,1246.015,1,not,dislike,1332.255,1,not,like,434.89,1,not,dislike,1448.83,1,not,dunno,1418.61,1,not,like,436.15,1,not,dislike,1216.405,1,not,dislike,367.935,1,not,like,324.175,5,watched,like,1151.945,5,watched,dunno,814.065,1,not,like,1511.15,1,not
9/18/2019,A2FPBDIS8EQUFT,undefined,like,2147.98,5,watched,like,1545.925,5,watched,dislike,4070.085,5,watched,dislike,3782.105,5,watched,dislike,4562.09,5,watched,dislike,2757.95,5,watched,like,3024.065,5,watched,like,1389.94,5,watched,like,2085.96,5,watched,like,1728.155,1,not,dislike,2421.895,5,watched,dislike,1728.2,5,watched,dunno,5375.9,1,not,dislike,4578.055,5,watched,like,2196.07,5,watched,dislike,1779.81,5,watched,dislike,4625.785,5,watched,like,1381.945,5,watched,like,2642.035,5,watched,dislike,4368.015,5,watched,dislike,516.07,5,watched,dislike,422.03,5,watched,like,3209.88,5,watched,dunno,1248,2,not,dislike,2547.98,5,watched,like,2333.93,5,watched,like,1859.985,5,watched,like,3188.09,5,watched,dislike,7093.96,5,watched,dislike,2664.06,5,watched
9/18/2019,A1RCP3YTL0TE7W,undefined,like,817.925,5,watched,like,1218.195,3,watched,like,497.655,3,watched,dunno,933.915,3,watched,like,1007.92,3,watched,like,357.995,3,watched,like,1073.975,3,watched,like,414.07,3,watched,like,633.955,3,watched,dunno,2372.425,3,not,dunno,364.09,4,watched,like,984.25,4,watched,dunno,1301.73,3,watched,like,641.95,4,watched,dunno,1116.07,3,watched,like,847.81,3,watched,like,994.02,3,watched,like,1238.02,4,watched,dislike,3998.25,2,watched,like,303.71,3,watched,dunno,1291.63,3,watched,like,1027.76,3,watched,like,331.945,3,watched,dunno,1098.065,4,watched,like,1869.62,2,not,dislike,1060.045,3,watched,like,979.8,3,watched,like,613.865,3,watched,like,1070.125,3,watched,like,319.97,3,watched
9/18/2019,A2ZDXFFGSPHGBE,undefined,dislike,2299,5,not,dunno,2852,2,not,dunno,3305,3,not,dunno,1877,2,not,like,2475,5,watched,dunno,2175,3,not,dunno,2186,2,not,dunno,6042,1,not,dunno,1443,2,not,dunno,1454,1,not,like,4367,4,not,dunno,11069,2,not,dunno,5111,2,not,dunno,2784,1,not,dislike,3212,3,not,dunno,1361,1,not,like,6748,3,not,dunno,2042,3,not,dislike,2320,4,not,like,2629,4,not,dunno,1413,2,not,dislike,3811,2,not,dislike,2996,3,not,dunno,639,3,not,dunno,1969,2,not,like,1969,5,watched,dunno,2774,2,not,dunno,3017,3,not,dunno,1567,2,not,like,2351,5,watched
9/18/2019,A2Q0LZUZO1T2KN,undefined,like,1632.135,4,watched,like,3120.055,3,watched,like,2271.835,5,watched,dunno,2047.915,3,watched,like,943.9449999,4,watched,dunno,3128.08,2,watched,dunno,2967.86,2,watched,like,4680.155,3,watched,like,2264.005,4,watched,like,1952.12,3,watched,dislike,967.96,1,watched,dunno,855.9699999,2,watched,dunno,920.0849999,3,watched,like,1968.03,4,watched,like,4304.11,3,watched,dunno,2135.79,2,watched,dislike,807.8950001,1,watched,like,1903.98,4,watched,like,2127.975,5,watched,dislike,2064.1,1,watched,dislike,2207.84,1,watched,dunno,1560.145,2,watched,like,5776.12,4,watched,dunno,2271.935,3,watched,dislike,2599.99,1,watched,dunno,6576.055,2,watched,like,736,4,watched,like,3272.055,4,watched,like,679.9750002,4,watched,dunno,2192.005,2,watched
9/18/2019,A22A52DRIIEV6K,undefined,like,3375.765,5,watched,dunno,3495.865,2,not,like,6663.985,4,not,like,951.875,4,not,like,1064.1,4,watched,like,736.04,4,not,like,1519.995,3,watched,like,1191.955,4,not,like,1647.95,3,watched,like,1351.965,4,not,like,6320.13,4,not,like,1072,4,watched,like,1576.005,5,watched,like,2039.99,3,watched,like,1416.04,4,not,like,3472.025,4,watched,like,743.96,4,watched,like,727.965,4,watched,dislike,1743.97,2,not,dunno,2896.01,4,not,dunno,3791.99,2,not,like,4239.86,4,watched,like,2896.065,3,watched,like,1912.015,4,not,like,1895.97,4,watched,like,6168.01,4,watched,dislike,2095.96,2,not,like,2695.975,3,watched,dislike,1775.99,2,not,like,1824.27,4,watched
9/18/2019,A4ZPIPBDO624H,undefined,like,3750,5,watched,like,2225.99,4,watched,dislike,4289.88,1,not,dunno,2394.05,1,not,like,6978.075,4,watched,dislike,2752.04,1,not,dislike,2722.08,1,not,like,634.015,5,watched,like,1786.055,4,watched,like,427.985,4,not,dislike,3354.09,1,not,like,520.08,4,not,dislike,523.975,1,not,dunno,502.005,1,not,dislike,2074.115,3,not,dislike,5455.975,1,not,dislike,5311.895,1,not,dislike,2607.985,1,not,like,3239.885,3,watched,dislike,491.905,2,not,dislike,2096,1,not,dislike,401.835,1,not,dislike,595.99,5,not,dislike,526.035,1,not,like,442.1,1,not,dislike,2480.005,1,not,dislike,727.97,1,not,dislike,587.995,4,not,dislike,2548.995,5,watched,like,838,5,watched
9/18/2019,A1I0DV4B4MFQCL,undefined,like,2089,5,watched,dislike,1712,5,not,like,4323,5,watched,like,2577,4,not,like,2718,4,not,like,2800,4,not,dislike,1762,4,not,dislike,2219,5,not,dislike,2686,2,not,like,2588,5,watched,dislike,2664,5,not,like,12,3,not,dislike,986,5,watched,dislike,2865,3,not,dislike,594,5,not,like,2121,5,watched,like,4607,1,not,dislike,1660,5,not,dislike,1552,5,not,dislike,3500,2,not,like,586,1,not,dislike,2183,5,watched,dislike,2232,4,not,dislike,1846,4,not,like,2607,4,not,dislike,2812,3,not,dislike,1630,5,not,dislike,1650,5,not,dislike,769,4,not,like,2456,3,not
9/18/2019,A33Z6BHAJUGCHY,undefined,like,1408,5,watched,dislike,1734,4,watched,like,1793,5,watched,dunno,2035,5,not,like,2889,4,watched,like,1875,5,watched,like,7036,3,watched,dislike,1382,4,watched,dunno,1968,5,not,like,2290,4,watched,like,1850,4,watched,dunno,2241,5,not,like,1794,5,watched,dunno,1591,5,not,like,1372,3,watched,like,1827,5,watched,like,2233,4,watched,dislike,1392,5,watched,dunno,2137,5,watched,like,2023,4,watched,like,1942,4,watched,dunno,1850,5,not,dunno,4191,5,not,dislike,1932,2,watched,dunno,2324,5,not,like,2768,5,watched,dislike,1158,3,watched,dislike,1542,4,watched,dislike,1683,4,watched,like,1467,5,watched
9/18/2019,A1I3QYJJU5ACFR,undefined,like,1526,4,watched,like,2209,3,watched,dunno,1471,3,not,like,2816,4,watched,dunno,3695,3,not,dunno,3472,3,not,dunno,3145,3,not,like,1512,4,watched,like,1868,4,watched,dunno,1478,3,not,dunno,2287,3,not,dunno,1918,3,not,dunno,1322,3,not,dunno,1553,3,not,like,1644,4,watched,dunno,1390,3,not,dunno,1858,3,not,dunno,2453,3,not,like,1478,4,watched,dunno,1448,3,watched,dunno,5572,3,not,dunno,1753,3,not,dunno,1965,3,not,like,2940,4,watched,like,2365,4,watched,like,1914,3,watched,dunno,2397,4,not,dunno,843,4,watched,dunno,3197,3,not,like,1786,4,watched
9/18/2019,A3KPSX8EXFSLN9,undefined,like,896.105,3,watched,like,2056.04,3,watched,dislike,2184.09,3,watched,like,1063.945,4,watched,dislike,1200.025,1,not,like,1247.735,2,watched,like,3311.92,3,watched,like,1063.96,3,watched,like,800.01,3,watched,dislike,2375.975,5,watched,like,1847.97,5,watched,like,2440.01,3,watched,dislike,2607.975,3,watched,like,2119.95,4,watched,like,1487.955,4,watched,dislike,1119.93,3,watched,dislike,952.1,3,watched,like,855.955,3,watched,like,2207.88,5,watched,dislike,1415.925,3,watched,like,1480,4,watched,dislike,791.905,3,watched,like,2671.965,1,watched,like,3399.925,3,watched,dislike,967.96,1,watched,like,9831.83,3,watched,like,1455.895,5,watched,like,8271.795,3,watched,dislike,1528.13,2,watched,like,1391.865,4,watched
9/18/2019,A1CY01G7686ORZ,undefined,like,2497.665,3,watched,dislike,2794.175,4,not,like,1865.88,3,watched,dunno,3453.955,1,not,dislike,850.08,3,watched,like,316.1,5,watched,dislike,1869.815,5,watched,dislike,1354.175,1,not,dislike,1569.995,1,not,dislike,1784.075,1,not,like,1426.405,5,watched,dunno,4432.515,5,not,like,402.285,4,watched,dunno,5989.885,1,not,dislike,1710.18,5,not,dislike,1502.49,1,not,like,738.01,3,watched,dislike,1858.2,1,not,dislike,1436.395,4,not,dislike,1849.86,4,not,dislike,6300.19,1,not,dislike,1650.435,3,watched,dislike,507.915,1,not,dislike,1635.865,1,not,dunno,2154.29,1,not,dislike,1706.325,4,watched,dislike,413.77,4,watched,dislike,1890.215,1,not,dislike,1514.09,1,not,like,319.565,3,watched
9/18/2019,A101IR0LIN81SL,undefined,dislike,888,4,watched,like,1092,3,watched,dislike,1061,4,watched,like,1014,5,watched,like,4351,4,watched,like,812,4,watched,like,280,5,watched,like,1575,5,watched,dunno,1483,4,not,dunno,1638,3,not,dislike,1560,3,watched,like,858,4,watched,dislike,1373,3,watched,like,1686,4,watched,like,501,4,watched,dislike,1575,2,watched,dislike,1980,2,watched,dislike,1311,4,watched,like,842,4,watched,like,765,4,watched,dislike,1340,4,watched,dislike,1263,3,watched,dunno,1139,4,not,dunno,1154,4,not,like,1685,5,watched,like,1342,4,watched,dislike,1279,2,watched,like,1467,4,watched,dunno,1700,4,not,like,373,4,watched
9/18/2019,A177WJH4H5E1M6,undefined,like,983,5,watched,dunno,889,5,not,dunno,1435,5,not,dunno,919,5,not,like,825,5,watched,dislike,1450,5,watched,dunno,672,5,not,dunno,249,5,not,dunno,982,5,not,dunno,718,5,not,dunno,1637,5,not,dunno,2104,5,not,dunno,998,5,not,dunno,1061,5,not,dunno,1061,5,not,dunno,843,5,not,dunno,812,5,not,dunno,967,5,not,like,436,5,watched,dislike,2527,5,watched,dunno,702,5,not,dunno,1576,5,not,dunno,750,5,not,dunno,874,5,not,dunno,1310,5,not,like,359,5,watched,dunno,843,5,not,dunno,638,5,not,dunno,906,5,not,like,1202,5,watched
9/18/2019,AYW62R027PUT1,undefined,like,664.97,4,watched,like,1968.925,4,watched,dunno,1984.9,5,not,dunno,1139.905,5,not,like,2023.015,4,watched,like,2023.975,5,watched,like,415.01,4,watched,dunno,1954.955,5,not,dunno,2079.29,5,not,dunno,1265.645,5,not,dunno,1210.095,5,not,dunno,1586.84,5,not,dunno,1015.995,5,not,dunno,1327.975,5,not,dunno,1523.85,5,not,dunno,1047.015,5,not,dunno,1717.875,5,not,dunno,5002.09,5,not,dunno,1493.055,5,not,dunno,1500.955,5,not,dunno,1140.71,5,not,dunno,1360.045,5,not,dunno,1788.975,5,not,like,5930.81,4,watched,dunno,1156.985,5,not,dunno,1413.97,5,not,like,1742.715,3,watched,dunno,2671.985,5,not,dunno,8592.065,5,not,dunno,953.085,5,not
9/18/2019,A2Q0LZUZO1T2KN,undefined,like,1632.135,4,watched,like,3120.055,3,watched,like,2271.835,5,watched,dunno,2047.915,3,watched,like,943.9449999,4,watched,dunno,3128.08,2,watched,dunno,2967.86,2,watched,like,4680.155,3,watched,like,2264.005,4,watched,like,1952.12,3,watched,dislike,967.96,1,watched,dunno,855.9699999,2,watched,dunno,920.0849999,3,watched,like,1968.03,4,watched,like,4304.11,3,watched,dunno,2135.79,2,watched,dislike,807.8950001,1,watched,like,1903.98,4,watched,like,2127.975,5,watched,dislike,2064.1,1,watched,dislike,2207.84,1,watched,dunno,1560.145,2,watched,like,5776.12,4,watched,dunno,2271.935,3,watched,dislike,2599.99,1,watched,dunno,6576.055,2,watched,like,736,4,watched,like,3272.055,4,watched,like,679.9750002,4,watched,dunno,2192.005,2,watched
9/18/2019,AXFJFSBQHL4E7,undefined,like,1979.055,5,watched,like,2230.605,4,watched,dislike,1603.965,2,not,dislike,1932.835,3,not,like,10618.21,4,watched,dislike,1123.05,2,not,like,2224.055,3,watched,like,2064.095,4,watched,like,1903.8,4,watched,like,914.51,3,watched,dislike,2108.045,2,watched,dislike,2013.895,2,not,dislike,2719.245,2,not,like,1888.515,4,watched,dislike,1925.69,2,watched,like,854.2300002,4,watched,dislike,4078.255,1,not,like,1495.645,4,watched,like,2591.92,5,watched,like,1918.35,4,watched,like,1535.98,3,watched,like,3471.635,3,watched,like,3112.795,5,watched,dislike,1327.74,2,watched,like,1967.265,3,watched,dislike,1710.58,2,not,dislike,2122.24,3,watched,like,1759.44,4,watched,dislike,1740.44,3,not,like,1592.345,4,watched
9/18/2019,AUATJIX1O9A6F,undefined,like,1787.465,5,watched,like,224.895,4,watched,dislike,1769.495,5,watched,like,2250.565,4,not,like,1137.215,5,watched,like,4975.725,5,watched,dislike,1193.2,3,not,like,1975.74,4,watched,like,657.445,5,watched,like,2323.335,5,watched,like,4328.665,5,watched,dislike,2318.335,2,not,dislike,1312.25,3,watched,dislike,2318.385,3,not,like,1459.19,5,watched,like,2487.355,5,watched,dislike,1325.655,3,not,like,238.56,5,watched,like,210.465,5,watched,like,1015.31,4,watched,like,2391.27,4,watched,like,1378.12,5,watched,dislike,1978.87,2,not,like,236.945,4,watched,like,2642.545,4,not,dislike,990.4799999,3,watched,like,1533.065,3,watched,dislike,233.85,3,not,like,1174.01,5,watched,like,1582.325,5,watched
9/18/2019,A4ZPIPBDO624H,undefined,like,3750,5,watched,like,2225.99,4,watched,dislike,4289.88,1,not,dunno,2394.05,1,not,like,6978.075,4,watched,dislike,2752.04,1,not,dislike,2722.08,1,not,like,634.015,5,watched,like,1786.055,4,watched,like,427.985,4,not,dislike,3354.09,1,not,like,520.08,4,not,dislike,523.975,1,not,dunno,502.005,1,not,dislike,2074.115,3,not,dislike,5455.975,1,not,dislike,5311.895,1,not,dislike,2607.985,1,not,like,3239.885,3,watched,dislike,491.905,2,not,dislike,2096,1,not,dislike,401.835,1,not,dislike,595.99,5,not,dislike,526.035,1,not,like,442.1,1,not,dislike,2480.005,1,not,dislike,727.97,1,not,dislike,587.995,4,not,dislike,2548.995,5,watched,like,838,5,watched
9/18/2019,A1WCV1ZYOR7AG2,undefined,like,796,5,watched,like,982,5,watched,like,1078,5,watched,like,1014,5,watched,like,672,5,watched,like,734,4,watched,like,937,5,watched,like,982,5,watched,like,687,5,watched,like,857,5,watched,like,921,4,watched,like,811,5,watched,like,983,5,watched,like,500,5,watched,like,1014,5,watched,like,764,5,watched,like,5180,5,watched,like,608,5,watched,like,763,5,watched,like,984,5,watched,like,1061,5,watched,like,906,5,watched,like,764,4,watched,like,702,5,watched,like,1623,5,watched,like,811,5,watched,like,1593,5,watched,like,546,5,watched,like,530,5,watched,like,1264,5,watched
9/18/2019,AOKJ96Q5W0XWS,undefined,like,3960,4,watched,like,2910,5,watched,like,1800,5,watched,like,1551,4,watched,like,1898,5,watched,like,5390,4,watched,like,2948,5,watched,like,3271,4,watched,dislike,2462,2,watched,like,2969,5,watched,dislike,3945,3,watched,like,2076,5,watched,like,1762,4,watched,like,2157,5,watched,like,10471,5,watched,like,4118,5,watched,dislike,3568,2,watched,like,3113,5,watched,like,912,4,watched,like,2568,5,watched,like,2665,5,watched,dislike,2831,2,watched,like,2514,4,watched,like,5680,5,watched,like,4036,4,watched,like,2135,5,watched,like,3936,4,watched,like,2923,5,watched,like,8355,4,watched,like,3969,5,watched
9/18/2019,A1QKIA8XRNEXIG,undefined,dislike,21461.855,5,watched,like,1884.055,5,watched,like,3899.895,5,watched,like,17019.835,1,not,dunno,2126.05,1,not,dislike,2982.07,1,not,dunno,2468.1,1,not,like,1131.945,5,watched,dislike,2125.93,1,not,dunno,2885.895,1,not,like,2816.03,1,not,like,1384.06,3,not,like,2129.99,5,watched,dunno,2028.03,1,not,dislike,1381.93,5,watched,dislike,1562.09,1,not,dislike,3948.005,1,not,like,1394.025,5,watched,dislike,1956.035,5,watched,like,10151.54,5,watched,like,1323.91,1,not,like,1654,1,not,like,1601.975,5,watched,like,2569.99,2,not,dislike,5005.99,5,watched,like,1316,5,watched,dislike,1837.965,5,watched,dislike,1841.945,5,watched,like,4043.6,3,not,like,1607.89,5,watched
9/18/2019,A3PPZ0USXDFBJ7,undefined,like,5681.985,5,watched,dislike,7881.89,5,watched,dunno,5289.955,3,not,dislike,2601.75,3,not,dislike,7743.78,3,not,like,642.095,3,not,like,656.245,5,watched,like,1813.76,5,watched,dislike,2872.09,3,watched,dislike,3976.04,3,not,like,3844.105,3,watched,like,1853.47,5,watched,like,1119.67,5,watched,dislike,1976.015,2,watched,like,817.965,5,watched,dunno,1543.835,3,not,like,1854.69,3,watched,dislike,2215.47,3,watched,like,1668.175,5,watched,dislike,1730.115,5,not,dislike,2454.485,2,not,like,1854.03,5,watched,dislike,3165.945,1,watched,like,7242.285,4,not,dunno,1689.845,3,not,like,1969.82,4,watched,like,1636.29,3,not,like,3550.025,4,watched,like,1028.015,4,not,dislike,2477.735,3,watched
9/18/2019,A6GLXC6IKO6MR,undefined,like,2485,4,watched,like,2179,2,watched,dislike,4029,4,not,dislike,2421,1,not,dislike,4705,3,watched,dislike,3198,5,watched,like,2331,4,watched,dislike,2594,5,watched,dunno,2910,5,not,dunno,2489,5,not,dislike,5558,4,not,like,2988,2,watched,dislike,3689,3,not,dislike,1831,2,not,like,4101,3,watched,dunno,2671,5,not,like,3285,2,watched,dislike,3797,3,not,like,3940,1,watched,dunno,2747,5,not,dunno,4308,5,not,dislike,3520,3,watched,dunno,4548,5,not,dislike,2689,5,not,dislike,2696,4,not,like,3473,3,watched,dunno,2950,5,not,like,1892,4,watched,like,3913,1,watched,dunno,2584,5,not
9/18/2019,A1CY01G7686ORZ,undefined,like,2497.665,3,watched,dislike,2794.175,4,not,like,1865.88,3,watched,dunno,3453.955,1,not,dislike,850.08,3,watched,like,316.1,5,watched,dislike,1869.815,5,watched,dislike,1354.175,1,not,dislike,1569.995,1,not,dislike,1784.075,1,not,like,1426.405,5,watched,dunno,4432.515,5,not,like,402.285,4,watched,dunno,5989.885,1,not,dislike,1710.18,5,not,dislike,1502.49,1,not,like,738.01,3,watched,dislike,1858.2,1,not,dislike,1436.395,4,not,dislike,1849.86,4,not,dislike,6300.19,1,not,dislike,1650.435,3,watched,dislike,507.915,1,not,dislike,1635.865,1,not,dunno,2154.29,1,not,dislike,1706.325,4,watched,dislike,413.77,4,watched,dislike,1890.215,1,not,dislike,1514.09,1,not,like,319.565,3,watched
9/18/2019,A371H3PQPR2Z8J,undefined,like,2336.05,5,watched,dunno,4368.01,3,not,like,3487.96,5,not,dunno,4647.905,3,not,dunno,7887.975,3,not,dunno,6799.875,5,not,like,3088.185,4,not,dislike,2704.075,4,not,like,8520.015,4,not,dunno,3487.87,3,not,like,6327.96,4,not,dislike,3679.655,4,not,dislike,3047.74,5,not,dunno,5871.89,3,not,dunno,5343.895,4,not,dunno,6336.085,4,not,dunno,3375.965,3,not,dunno,5536.015,5,not,dunno,4152.685,4,not,dislike,3735.94,5,not,dunno,9223.95,3,not,like,3807.985,5,not,dislike,4367.97,4,not,like,5279.545,5,not,like,1247.8,5,watched,dislike,7039.905,3,not,like,4200.14,5,watched,dunno,4336,4,not,dislike,13095.5,5,not,like,823.8349999,5,watched
9/18/2019,A1J3SGG3MG1HYB,undefined,dislike,3450.055,4,watched,dislike,736,4,not,dislike,336.03,4,watched,dislike,872.01,5,watched,like,447.85,5,watched,like,535.88,4,watched,dislike,543.97,4,watched,dislike,1143.86,4,watched,dislike,1488.08,5,watched,dislike,479.955,3,watched,dislike,1727.985,3,not,dislike,447.86,3,watched,like,568.045,4,watched,dislike,288.02,5,watched,dislike,224.065,5,watched,dislike,503.955,5,watched,like,927.955,3,watched,like,176.035,4,watched,dislike,4367.85,5,not,dislike,464.06,4,watched,like,271.83,4,watched,dunno,7703.77,3,watched,like,343.965,3,not,dislike,247.935,3,not,dislike,560.015,4,watched,dislike,848,5,watched,dislike,784.08,3,watched,like,703.96,4,watched,dunno,472.055,4,watched,dunno,695.975,3,watched
9/18/2019,A2959L16M8OES7,undefined,like,2117,5,watched,dislike,2168,5,watched,dunno,1851,3,not,dunno,2309,4,not,dislike,1975,5,watched,dunno,2442,4,not,like,1242,5,watched,like,1643,5,watched,dunno,998,1,watched,dunno,1356,5,not,dunno,2068,5,not,dunno,1775,5,not,dunno,1965,5,not,dunno,1625,5,not,dunno,1458,1,watched,dunno,3243,5,not,like,1809,3,watched,like,2575,5,watched,like,5351,5,watched,dunno,2476,5,not,dunno,1867,5,not,like,6644,5,watched,like,1966,5,watched,like,1684,5,watched,like,3518,5,watched,dunno,3051,5,not,like,2300,5,watched,like,2993,5,watched,like,968,5,watched,like,1059,1,not
9/18/2019,A1OSRB1Q63XXWZ,undefined,dislike,1447.07,4,not,dislike,4452.425,5,watched,like,2612.24,5,watched,dislike,3139.935,4,not,like,8753.72,3,not,like,3236.64,4,not,like,956.645,5,watched,dislike,2073.31,5,not,like,3104.965,4,not,dislike,1201.165,3,not,dislike,4502.175,3,not,dislike,2011.095,5,not,dislike,2416.82,4,not,like,3127.915,5,watched,like,2967.775,5,watched,dislike,1228.115,3,not,dislike,1189.825,3,not,like,3642.99,5,watched,like,3189.365,5,watched,dislike,1999.555,4,not,dislike,6767.375,4,not,like,4928.855,4,not,dislike,3421.445,4,not,like,1654.81,3,not,like,1226.775,4,not,dislike,1251.655,4,not,dislike,3237.43,4,not,like,3372.01,4,watched,dislike,4121.895,4,not,like,490.095,5,watched
